onset	duration	sample	mvc_rate	mvc_level	event_type	description
6.030273	0.0	12350	n/a	n/a	muscle_on	Time at which the muscle is activated.
6.030273	4.0	12350	5.0	0.0	linear_isometric_ramp	Linear ramp (rate: 5 % MVC per s; duration: 4.0 s) of the isometric torque starting at 0 % MVC.
10.03125	20.0	20544	0.0	20.0	steady_isometric	Steady isometric torque at 20% MVC for 20 s
30.030273	4.0	61502	-5.0	20.0	linear_isometric_ramp	Linear ramp (rate: -5 % MVC per s; duration: 4.0 s) of the isometric torque starting at 20 % MVC.
34.03125	0.0	69696	n/a	n/a	muscle_off	Time at which the muscle is deactivated.
