onset	duration	sample	mvc_rate	mvc_level	event_type	description
3.780273	0.0	7742	n/a	n/a	muscle_on	Time at which the muscle is activated.
3.780273	4.0	7742	5.0	0.0	linear_isometric_ramp	Linear ramp (rate: 5 % MVC per s; duration: 4.0 s) of the isometric torque starting at 0 % MVC.
7.78125	20.0	15936	0.0	20.0	steady_isometric	Steady isometric torque at 20% MVC for 20 s
27.780273	4.0	56894	-5.0	20.0	linear_isometric_ramp	Linear ramp (rate: -5 % MVC per s; duration: 4.0 s) of the isometric torque starting at 20 % MVC.
31.78125	0.0	65088	n/a	n/a	muscle_off	Time at which the muscle is deactivated.
